Operator;Package Name Purchase ;Package customer type;Package launch date;Package active status;Package Price ;Package Type 1 ;Package Type 2;Package Validity;Scheme of package 1;Scheme of package 2;Scheme of package 3;Scheme of package 4;Scheme of package 5;Scheme of package 6;Value-added Service(VAS)- ;Type of VAS ;Category Business;SOP
Telkomsel;UnlimitedMax1;Prepaid;2020-09-02;Yes;75000;No;Yes;30;Yes;;;;;;Yes;Yes;Unlimited;1
Telkomsel;UnlimitedMax2;Prepaid;2020-09-03;Yes;105000;No;Yes;30;Yes;;;;;;Yes;Yes;Unlimited;1
Telkomsel;UnlimitedMax3;Prepaid;2020-09-04;Yes;125000;No;Yes;30;Yes;;;;;;Yes;Yes;Unlimited;1
Telkomsel;InternetMax1;Prepaid;;Yes;12000;No;Yes;30;Yes;;;;;;No;Yes;Validity + quota;1
Telkomsel;InternetMax2;Prepaid;;Yes;25000;No;Yes;30;Yes;;;;;;Yes;Yes;Validity + quota;1
Telkomsel;InternetMax3;Prepaid;;Yes;35000;No;Yes;30;Yes;;;;;;Yes;Yes;Validity + quota;1
Telkomsel;InternetMax4;Prepaid;;Yes;55000;No;Yes;30;Yes;;;;;;Yes;Yes;Validity + quota;1
Telkomsel;HaloUnlimited 80k;Postpaid;2020-10-28;Yes;80000;No;Yes;180;;;;;;Yes;Yes;Yes;Validity + quota;6
Telkomsel;HaloUnlimited 100k;Postpaid;2020-10-28;Yes;100000;No;Yes;180;;;;;;Yes;Yes;Yes;Validity + quota;6
Telkomsel;HaloUnlimited 150k;Postpaid;2020-10-28;Yes;150000;No;Yes;180;;;;;;Yes;Yes;Yes;Validity + quota;6
Telkomsel;HaloUnlimited 225k;Postpaid;2020-10-28;Yes;225000;No;Yes;180;;;;;;Yes;Yes;Yes;Validity + quota;6
Telkomsel;HaloUnlimited 300k;Postpaid;2020-10-28;Yes;300000;No;Yes;180;;;;;;Yes;Yes;Yes;Validity + quota;6
Telkomsel;HaloUnlimited 550k;Postpaid;2020-10-28;Yes;550000;No;Yes;180;;;;;;Yes;Yes;Yes;Validity + quota;6
Telkomsel;Internet RoaMAX Filipina;Prepaid;;Yes;150000;No;Yes;7;Yes;;;;;;No;;Roaming;1
Telkomsel;Internet RoaMAX Malaysia;Prepaid;;Yes;150000;No;Yes;7;Yes;;;;;;No;;Roaming;1
Telkomsel;Internet RoaMAX Vietnam;Prepaid;;Yes;150000;No;Yes;7;Yes;;;;;;No;;Roaming;1
Telkomsel;Internet RoaMAX Bangaladesh;Prepaid;;Yes;150000;No;Yes;7;Yes;;;;;;No;;Roaming;1
Telkomsel;Internet RoaMAX Myanmar;Prepaid;;Yes;150000;No;Yes;7;Yes;;;;;;No;;Roaming;1
Telkomsel;Internet RoaMAX SriLanka;Prepaid;;Yes;150000;No;Yes;7;Yes;;;;;;No;;Roaming;1
Telkomsel;Internet RoaMAX Thailand;Prepaid;;Yes;150000;No;Yes;7;Yes;;;;;;No;;Roaming;1
Telkomsel;Internet RoaMAX Taiwan;Prepaid;;Yes;150000;No;Yes;7;Yes;;;;;;No;;Roaming;1
Telkomsel;Internet RoaMAX Timor Leste;Prepaid;;Yes;150000;No;Yes;7;Yes;;;;;;No;;Roaming;1
Telkomsel;Internet RoaMAX Cambodia;Prepaid;;Yes;150000;No;Yes;7;Yes;;;;;;No;;Roaming;1
Telkomsel;Internet RoaMAX Kazakhtstan;Prepaid;;Yes;150000;No;Yes;7;Yes;;;;;;No;;Roaming;1
Telkomsel;Internet RoaMAX Singapura;Prepaid;;Yes;150000;No;Yes;7;Yes;;;;;;No;;Roaming;1
Telkomsel;Internet RoaMAX Hongkong;Prepaid;;Yes;150000;No;Yes;7;Yes;;;;;;No;;Roaming;1
Telkomsel;Combo RoaMAX Timor Leste;Prepaid;;Yes;200000;No;Yes;7;;;Yes;;;;No;;Roaming;3
Telkomsel;Combo RoaMAX SriLanka;Prepaid;;Yes;200000;No;Yes;7;;;Yes;;;;No;;Roaming;3
Telkomsel;Combo RoaMAX Vietnam;Prepaid;;Yes;200000;No;Yes;7;;;Yes;;;;No;;Roaming;3
Telkomsel;Combo RoaMAX Malaysia;Prepaid;;Yes;200000;No;Yes;7;;;Yes;;;;No;;Roaming;3
Telkomsel;Combo RoaMAX Taiwan;Prepaid;;Yes;200000;No;Yes;7;;;Yes;;;;No;;Roaming;3
Telkomsel;Combo RoaMAX Filipina;Prepaid;;Yes;200000;No;Yes;7;;;Yes;;;;No;;Roaming;3
Telkomsel;Combo RoaMAX Myanmar;Prepaid;;Yes;200000;No;Yes;7;;;Yes;;;;No;;Roaming;3
Telkomsel;Combo RoaMAX Singapura;Prepaid;;Yes;200000;No;Yes;7;;;Yes;;;;No;;Roaming;3
Telkomsel;Combo RoaMAX Thailand;Prepaid;;Yes;200000;No;Yes;7;;;Yes;;;;No;;Roaming;3
Telkomsel;Combo RoaMAX Hongkong;Prepaid;;Yes;200000;No;Yes;7;;;Yes;;;;No;;Roaming;3
Telkomsel;Combo RoaMAX Bangladesh;Prepaid;;Yes;200000;No;Yes;7;;;Yes;;;;No;;Roaming;3
Telkomsel;Combo RoaMAX Kazakhstan;Prepaid;;Yes;200000;No;Yes;7;;;Yes;;;;No;;Roaming;3
Telkomsel;Combo RoaMAX Cambodia;Prepaid;;Yes;200000;No;Yes;7;;;Yes;;;;No;;Roaming;3
Telkomsel;Internet RoaMAX Uni Emirat Arab;Prepaid;;Yes;300000;No;Yes;7;Yes;;;;;;No;;Roaming;1
Telkomsel;Internet RoaMAX Japan;Prepaid;;Yes;300000;No;Yes;7;Yes;;;;;;No;;Roaming;1
Telkomsel;Internet RoaMAX Brunei;Prepaid;;Yes;300000;No;Yes;7;Yes;;;;;;No;;Roaming;1
Telkomsel;Internet RoaMAX Korea Selatan;Prepaid;;Yes;300000;No;Yes;7;Yes;;;;;;No;;Roaming;1
Telkomsel;Internet RoaMAX Australia;Prepaid;;Yes;300000;No;Yes;7;Yes;;;;;;No;;Roaming;1
Telkomsel;Internet RoaMAX China;Prepaid;;Yes;300000;No;Yes;7;Yes;;;;;;No;;Roaming;1
Telkomsel;Internet RoaMAX India;Prepaid;;Yes;300000;No;Yes;7;Yes;;;;;;No;;Roaming;1
Telkomsel;Internet RoaMAX Nepal;Prepaid;;Yes;300000;No;Yes;7;Yes;;;;;;No;;Roaming;1
Telkomsel;Internet RoaMAX NewZealand;Prepaid;;Yes;300000;No;Yes;7;Yes;;;;;;No;;Roaming;1
Telkomsel;Combo RoaMAX Japan;Prepaid;;Yes;350000;No;Yes;7;;;Yes;;;;No;;Roaming;3
Telkomsel;Combo RoaMAX Nepal;Prepaid;;Yes;350000;No;Yes;7;;;Yes;;;;No;;Roaming;3
Telkomsel;Combo RoaMAX Brunei;Prepaid;;Yes;350000;No;Yes;7;;;Yes;;;;No;;Roaming;3
Telkomsel;Combo RoaMAX China;Prepaid;;Yes;350000;No;Yes;7;;;Yes;;;;No;;Roaming;3
Telkomsel;Combo RoaMAX Australia;Prepaid;;Yes;350000;No;Yes;7;;;Yes;;;;No;;Roaming;3
Telkomsel;Combo RoaMAX UAE;Prepaid;;Yes;350000;No;Yes;7;;;Yes;;;;No;;Roaming;3
Telkomsel;Combo RoaMAX Korea Selatan;Prepaid;;Yes;350000;No;Yes;7;;;Yes;;;;No;;Roaming;3
Telkomsel;Combo RoaMAX India;Prepaid;;Yes;350000;No;Yes;7;;;Yes;;;;No;;Roaming;3
Telkomsel;Combo RoaMAX NewZealand;Prepaid;;Yes;350000;No;Yes;7;;;Yes;;;;No;;Roaming;3
Telkomsel;Talkmania Haji;Prepaid;;Yes;50000;Yes;No;1;;;;;Yes;;No;;Roaming;5
Telkomsel;Talkmania;Prepaid;;Yes;50000;No;Yes;7;;;;;Yes;;No;;Roaming;5
Telkomsel;Internet RoaMAX Booster;Prepaid;;Yes;100000;Yes;No;1;Yes;;;;;;No;;Roaming;1
Telkomsel;Talkmania Umroh;Prepaid;;Yes;250000;No;Yes;12;;;;;Yes;;No;;Roaming;5
Telkomsel;Internet RoaMAX Umroh;Prepaid;;Yes;275000;No;Yes;12;Yes;;;;;;No;;Roaming;1
Telkomsel;Combo RoaMAX Umroh;Prepaid;;Yes;340000;No;Yes;12;;;Yes;;;;No;;Roaming;3
Telkomsel;Talkmania Umroh;Prepaid;;Yes;350000;No;Yes;17;;;;;Yes;;No;;Roaming;5
Telkomsel;Internet RoaMAX Umroh;Prepaid;;Yes;375000;No;Yes;17;Yes;;;;;;No;;Roaming;1
Telkomsel;Internet RoaMAX Haji;Prepaid;;Yes;450000;No;Yes;20;Yes;;;;;;No;;Roaming;1
Telkomsel;Combo RoaMAX Umroh;Prepaid;;Yes;550000;No;Yes;17;;;Yes;;;;No;;Roaming;3
Telkomsel;Combo RoaMAX Haji;Prepaid;;Yes;550000;No;Yes;20;;;Yes;;;;No;;Roaming;3
Telkomsel;Internet RoaMAX Haji;Prepaid;;Yes;650000;No;Yes;30;Yes;;;;;;No;;Roaming;1
Telkomsel;Combo RoaMAX Haji;Prepaid;;Yes;750000;No;Yes;30;;;Yes;;;;No;;Roaming;3
Telkomsel;Internet RoaMAX Haji;Prepaid;;Yes;800000;No;Yes;40;Yes;;;;;;No;;Roaming;1
Telkomsel;Combo RoaMAX Haji;Prepaid;;Yes;940000;No;Yes;40;;;Yes;;;;No;;Roaming;3
Telkomsel;Internet RoaMAX Booster;Prepaid;;Yes;100000;Yes;No;1;Yes;;;;;;No;;Roaming;1
Telkomsel;Internet RoaMAX Asia Australia;Prepaid;;Yes;350000;No;Yes;30;Yes;;;;;;No;;Roaming;1
Telkomsel;Combo RoaMAX Asia Australia;Prepaid;;Yes;425000;No;Yes;30;;;Yes;;;;No;;Roaming;3
Telkomsel;Internet RoaMAX Booster;Prepaid;;Yes;100000;Yes;No;1;Yes;;;;;;No;;Roaming;1
Telkomsel;Internet RoaMAX Continent;Prepaid;;Yes;650000;No;Yes;30;Yes;;;;;;No;;Roaming;1
Telkomsel;Combo RoaMAX Continent;Prepaid;;Yes;700000;No;Yes;30;;;Yes;;;;No;;Roaming;3
Telkomsel;Internet RoaMAX Western;Prepaid;;Yes;450000;No;Yes;30;Yes;;;;;;No;;Roaming;1
Telkomsel;Combo RoaMAX Western;Prepaid;;Yes;500000;No;Yes;30;;;Yes;;;;No;;Roaming;3
Telkomsel;Internet RoaMAX Global;Prepaid;;Yes;1000000;Yes;No;1;Yes;;;;;;No;;Roaming;1
Telkomsel;Internet RoaMAX Global;Prepaid;;Yes;1500000;No;Yes;7;Yes;;;;;;No;;Roaming;1
Telkomsel;Paket Data Orbit 1;Prepaid;2020-07-02;Yes;65000;No;Yes;30;Yes;;;;;;No;;Validity + quota;1
Telkomsel;Paket Data Orbit 2;Prepaid;2020-07-02;Yes;80000;No;Yes;30;Yes;;;;;;No;;Validity + quota;1
Telkomsel;Paket Data Orbit 3;Prepaid;2020-07-02;Yes;130000;No;Yes;30;Yes;;;;;;No;;Validity + quota;1
Telkomsel;BundlingMAX 75k;Prepaid;2018-09-10;Yes;75000;No;Yes;180;Yes;;;;;;Yes;Yes;Validity + quota;1
Telkomsel;BundlingMAX 100k;Prepaid;2018-09-10;Yes;100000;No;Yes;180;Yes;;;;;;Yes;Yes;Validity + quota;1
Telkomsel;BundlingMAX 150k;Prepaid;2018-09-10;Yes;150000;No;Yes;180;Yes;;;;;;Yes;Yes;Validity + quota;1
Telkomsel;BundlingMAX 130k;Prepaid;2018-09-10;Yes;130000;No;Yes;360;Yes;;;;;;Yes;Yes;Validity + quota;1
Telkomsel;BundlingMAX 180k;Prepaid;2018-09-10;Yes;180000;No;Yes;360;Yes;;;;;;Yes;Yes;Validity + quota;1
Telkomsel;BundlingMAX 250k;Prepaid;2018-09-10;Yes;250000;No;Yes;360;Yes;;;;;;Yes;Yes;Validity + quota;1
Telkomsel;BundlingMAX 30k;Prepaid;2018-09-10;Yes;30000;No;Yes;30;Yes;;;;;;Yes;Yes;Validity + quota;1
Telkomsel;BundlingMAX 50k;Prepaid;2018-09-10;Yes;50000;No;Yes;30;Yes;;;;;;Yes;Yes;Validity + quota;1
Telkomsel;BundlingMAX 75k;Prepaid;2018-09-10;Yes;75000;No;Yes;30;Yes;;;;;;Yes;Yes;Validity + quota;1
Telkomsel;BundlingMAX 100k;Prepaid;2018-09-10;Yes;100000;No;Yes;30;Yes;;;;;;Yes;Yes;Validity + quota;1
Telkomsel;BundlingMAX 150k;Prepaid;2018-09-10;Yes;150000;No;Yes;30;Yes;;;;;;Yes;Yes;Validity + quota;1
Telkomsel;BundlingMAX 200k;Prepaid;2018-09-10;Yes;200000;No;Yes;30;Yes;;;;;;Yes;Yes;Validity + quota;1
Telkomsel;Halo Unlimited 80 Device Plan;Prepaid;2020-10-28;Yes;880000;No;Yes;360;;;Yes;;;;Yes;Yes;Unlimited;3
Telkomsel;Halo Unlimited 100 Device Plan;Prepaid;2020-10-28;Yes;1100000;No;Yes;360;;;Yes;;;;Yes;Yes;Unlimited;3
Telkomsel;Halo Unlimited 150 Device Plan;Prepaid;2020-10-28;Yes;1650000;No;Yes;360;;;Yes;;;;Yes;Yes;Unlimited;3
Telkomsel;Halo Unlimited 225 Device Plan;Prepaid;2020-10-28;Yes;2475000;No;Yes;360;;;Yes;;;;Yes;Yes;Unlimited;3
Telkomsel;Halo Unlimited 300 Device Plan;Prepaid;2020-10-28;Yes;2475000;No;Yes;360;;;Yes;;;;Yes;Yes;Unlimited;3
Telkomsel;Halo Unlimited 550 Device Plan;Prepaid;2020-10-28;Yes;2475000;No;Yes;360;;;Yes;;;;Yes;Yes;Unlimited;3
Telkomsel;Halo Unlimited 80 Device Plan 2;Prepaid;2020-10-28;Yes;1672000;No;Yes;720;;;Yes;;;;Yes;Yes;Unlimited;3
Telkomsel;Halo Unlimited 100 Device Plan 2;Prepaid;2020-10-28;Yes;2090000;No;Yes;720;;;Yes;;;;Yes;Yes;Unlimited;3
Telkomsel;Halo Unlimited 150 Device Plan 2;Prepaid;2020-10-28;Yes;3135000;No;Yes;720;;;Yes;;;;Yes;Yes;Unlimited;3
Telkomsel;Halo Unlimited 225 Device Plan 2;Prepaid;2020-10-28;Yes;4702000;No;Yes;720;;;Yes;;;;Yes;Yes;Unlimited;3
Telkomsel;Halo Unlimited 300 Device Plan 2;Prepaid;2020-10-28;Yes;6270000;No;Yes;720;;;Yes;;;;Yes;Yes;Unlimited;3
Telkomsel;Halo Unlimited 550 Device Plan 2;Prepaid;2020-10-28;Yes;11495000;No;Yes;720;;;Yes;;;;Yes;Yes;Unlimited;3
Telkomsel;Yang Bikin Kumat;Prepaid;2019-09-17;Yes;20000;No;Yes;10;Yes;;;;;;No;;Validity + quota;1
Telkomsel;Yang Dicap Tiga Jempol;Prepaid;2019-09-17;Yes;150000;No;Yes;30;Yes;;;;;;No;;Validity + quota;1
Telkomsel;Yang Dicap Dua Jempol;Prepaid;2019-09-17;Yes;120000;No;Yes;30;Yes;;;;;;No;;Validity + quota;1
Telkomsel;Yang Bikin Cuan Tiap Hari;Prepaid;2019-09-17;Yes;15000;No;Yes;14;Yes;;;;;;No;;Validity + quota;1
Telkomsel;Yang Bikin Makin Aman Jaya;Prepaid;2019-09-17;Yes;150000;No;Yes;30;Yes;;;;;;No;;Validity + quota;1
Telkomsel;Yang Bikin Nagih;Prepaid;2019-09-17;Yes;50000;No;Yes;30;Yes;;;;;;No;;Validity + quota;1
Telkomsel;Yang Bikin Makin Aman Jaya 2;Prepaid;2019-09-17;Yes;40000;No;Yes;7;Yes;;;;;;No;;Validity + quota;1
Telkomsel;Yang Bikin Deket;Prepaid;2019-09-17;Yes;10000;Yes;No;1;Yes;;;;;;No;;Validity + quota;1
Telkomsel;Yang Bikin Aman Jaya;Prepaid;2019-09-17;Yes;10000;Yes;No;1;Yes;;;;;;No;;Validity + quota;1
Telkomsel; OMG!Chat 5GB;Prepaid;;Yes;45000;No;Yes;30;Yes;;;;;;No;Social Media, Stream, Games;VAS;1
Telkomsel;OMG!Sosmed 9GB;Prepaid;;Yes;67000;No;Yes;30;Yes;;;;;;No;Social Media, Stream, Games;VAS;1
Telkomsel;OMG!Sosmed 15GB;Prepaid;;Yes;94000;No;Yes;30;Yes;;;;;;No;Social Media, Stream, Games;VAS;1
Telkomsel;OMG!Nonton 20GB;Prepaid;;Yes;106000;No;Yes;30;Yes;;;;;;No;Social Media, Stream, Games;VAS;1
Telkomsel;OMG!Nonton 35GB;Prepaid;;Yes;166000;No;Yes;30;Yes;;;;;;No;Social Media, Stream, Games;VAS;1
Telkomsel;OMG!Nonton 65GB;Prepaid;;Yes;216000;No;Yes;30;Yes;;;;;;No;Social Media, Stream, Games;VAS;1
Telkomsel;Combo Sakti Unlimited 23GB;Prepaid;;Yes;57000;No;Yes;30;;;;;;Yes;Yes;Yes;Validity + quota;6
Telkomsel;Combo Sakti Unlimited 32GB;Prepaid;;Yes;74000;No;Yes;30;;;;;;Yes;Yes;Yes;Validity + quota;6
Telkomsel;Combo Sakti Unlimited 45GB;Prepaid;;Yes;100000;No;Yes;30;;;;;;Yes;Yes;Yes;Validity + quota;6
Telkomsel;Voucher Internet 1.5GB;Prepaid;;Yes;5000;No;Yes;3;Yes;;;;;;No;;Validity + quota;1
Telkomsel;Voucher Internet 2.5GB;Prepaid;;Yes;8000;No;Yes;5;Yes;;;;;;No;;Validity + quota;1
Telkomsel;Voucher Internet 3.5GB;Prepaid;;Yes;15000;No;Yes;7;Yes;;;;;;No;;Validity + quota;1
Telkomsel;Voucher Internet 4GB;Prepaid;;Yes;28000;No;Yes;30;Yes;;;;;;No;;Validity + quota;1
Telkomsel;Voucher Internet 10GB;Prepaid;;Yes;55000;No;Yes;30;Yes;;;;;;No;;Validity + quota;1
Telkomsel;Voucher Internet 10GB 2;Prepaid;;Yes;68000;No;Yes;30;Yes;;;;;;No;;Validity + quota;1
Telkomsel;MAXstream 6GB;Prepaid;2019-06-26;Yes;15000;No;Yes;17;Yes;;;;;;Yes;Yes;VAS;1
Telkomsel;GIGAMAX FIT;Prepaid;2019-06-27;Yes;25000;No;Yes;30;Yes;;;;;;Yes;Yes;VAS;1
Telkomsel;GALA;Prepaid;2019-06-28;Yes;69000;No;Yes;30;Yes;;;;;;Yes;Yes;VAS;1
Telkomsel;Kring-kring 1 hari;Prepaid;;Yes;6250;Yes;No;1;;;;;Yes;;No;;Voice;5
Telkomsel;Kring-kring 1 hari 2;Prepaid;;Yes;6250;Yes;No;1;;;;;Yes;;No;;Voice;5
Telkomsel;Kring-kring 3 hari;Prepaid;;Yes;15000;No;Yes;3;;;;;Yes;;No;;Voice;5
Telkomsel;Kring-kring 7 hari;Prepaid;;Yes;21000;No;Yes;7;;;;;Yes;;No;;Voice;5
Telkomsel;Kring-kring 7 hari 2;Prepaid;;Yes;21000;No;Yes;7;;;;;Yes;;No;;Voice;5
Telkomsel;Kring-kring 30 hari;Prepaid;;Yes;50000;No;Yes;30;;;;;Yes;;No;;Voice;5
Telkomsel;Kring-kring 30 hari 2;Prepaid;;Yes;60000;No;Yes;30;;;;;Yes;;No;;Voice;5
Tri;Tri AlwaysOn 3 GB;Prepaid;;Yes;15000;No;Yes;180;Yes;;;;;;Yes;Yes;Validity + quota;1
Tri;Tri AlwaysOn 4 GB;Prepaid;;Yes;19000;No;Yes;180;Yes;;;;;;Yes;Yes;Validity + quota;1
Tri;Tri AlwaysOn 6 GB;Prepaid;;Yes;28000;No;Yes;180;Yes;;;;;;Yes;Yes;Validity + quota;1
Tri;Tri AlwaysOn 12 GB;Prepaid;;Yes;39000;No;Yes;180;Yes;;;;;;Yes;Yes;Validity + quota;1
Tri;Tri AlwaysOn 16 GB;Prepaid;;Yes;48000;No;Yes;180;Yes;;;;;;Yes;Yes;Validity + quota;1
Tri;Tri AlwaysOn 32 GB;Prepaid;;Yes;90000;No;Yes;180;Yes;;;;;;Yes;Yes;Validity + quota;1
Tri;Tri AlwaysOn Unlimited 26 GB;Prepaid;;Yes;65000;No;Yes;30;Yes;;;;;;Yes;Yes;Unlimited;1
Tri;Tri AlwaysOn Unlimited 30 GB;Prepaid;;Yes;85000;No;Yes;30;Yes;;;;;;Yes;Yes;Unlimited;1
Tri;Tri AlwaysOn Unlimited 36 GB;Prepaid;;Yes;110000;No;Yes;30;Yes;;;;;;Yes;Yes;Unlimited;1
Tri;Tri AlwaysOn Super 50 GB;Prepaid;2021-06-18;Yes;199000;No;Yes;180;Yes;;;;;;No;;Validity + quota;1
Tri;Tri AlwaysOn Super 80 GB;Prepaid;2021-06-18;Yes;299000;No;Yes;180;Yes;;;;;;No;;Validity + quota;1
Tri;Tri AlwaysOn Super 150 GB;Prepaid;2021-06-18;Yes;499000;No;Yes;180;Yes;;;;;;No;;Validity + quota;1
Tri;Tri AlwaysOn Super 300 GB;Prepaid;2021-06-18;Yes;899000;No;Yes;180;Yes;;;;;;No;;Validity + quota;1
